视频标题,视频地址,作者,播放数,弹幕数,投币数,点赞数,分享数,收藏数
一次捡破烂竟然让我学会了电吉他…,https://www.bilibili.com/video/BV1Ny41187du,我才不是没有故事的男孩子,658778,158,275,53608,379,3630
说唱刷怪笼3Bangz大驾光临《我要吃兰州拉面》,https://www.bilibili.com/video/BV1bb421v7Bw,歪歪Mixing刷怪笼,378615,742,394,19275,5349,2509
朴树《空帆船》迎风扬帆起航！【B站毕业歌会单品】,https://www.bilibili.com/video/BV1tm421572a,哔哩哔哩音乐人,484626,161,517,3877,407,1408
《青海摇の小曲》《跳舞の小曲》《赤石の小曲》最后一页(DJ阿智版),https://www.bilibili.com/video/BV1pn4y1d7ax,星辰Astral,371321,14,637,4319,17,30224
【忘川风华录·刘秀】拜云台【乐正绫原创】 “二十八宿列阵扶圣明，汉家再兴！”,https://www.bilibili.com/video/BV1Kr421w7H5,忘川风华录,366813,2359,35110,39892,7172,24707
"循环歌单 | ""好像一双无形抓不住的手 悄悄把那段时光带走"" |《冬眠·2023 DJ版》",https://www.bilibili.com/video/BV12b421e7QV,peach63,271234,0,1768,6164,8,31714
林娜琏Solo回归曲ABCD MV预告公开,https://www.bilibili.com/video/BV1u4421Q75Q,pcyxjy,470979,346,1204,25192,2286,2544
祝：王子生日快乐！🎂,https://www.bilibili.com/video/BV1ES411K74c,杭州富阳富春琴行,823370,993,2548,119237,14098,26023
【中日歌词/新ED曲】孤独摇滚剧场版ED曲「此刻、我身处、地面之下」—結束バンド【无损音乐】,https://www.bilibili.com/video/BV1My411z73D,Aki惊蛰,136074,309,4384,15489,3501,7700
【洛天依】唱歌科普，大豆居然是五谷！五谷版the wellerman,https://www.bilibili.com/video/BV1fw4m1e7Hm,一首歌的整活,2089404,818,10821,84128,1547,120947
“祝你我在声色犬马的世界里保持清澈”,https://www.bilibili.com/video/BV19x4y1h7B3,GkTz1,6291029,1219,59492,133382,1310,765761
霓虹花园《未来的答案》！下一站未来等你【B站毕业歌会单品】,https://www.bilibili.com/video/BV19w4m1i7Ef,霓虹花园NeonGarden,354595,78,341,6121,312,1116
【aespa】会疼啊pabo呀💢,https://www.bilibili.com/video/BV1Xy411B7Ho,aespa,292870,166,742,35156,492,3366
MIKU MIKU BEAM!!!,https://www.bilibili.com/video/BV1Ay41187Hy,句号_OvO,221800,38,777,33409,1267,11312
当别人问你每天练琴多长时间,https://www.bilibili.com/video/BV1tT421e75G,小卡辣米Ivan,699728,29,74,29223,71,605
“少年不要胆怯，去做自己想做的事吧”,https://www.bilibili.com/video/BV1gz421h7Yu,小k-音乐,1152650,88,3646,18766,75,138775
林俊杰&李健顶级双混，jason教你一次学会强弱混，强混详细练习技巧！！！,https://www.bilibili.com/video/BV1nb421e7Ja,Jason-老湿带你学唱歌,2059688,886,1410,83753,774,22186
吧啦姐x刘乔逸x口罩姐翻唱《飘向北方》！祝广大高考生高考加油！,https://www.bilibili.com/video/BV1FM4m1S7JQ,拉小提琴的王主任,337359,248,2054,46623,424,2784
作死在全校面前弹憧憬成为魔法少女，已经汗流浃背了😰,https://www.bilibili.com/video/BV1oJ4m137Un,天蓬元帅玩魔方,293758,868,2707,37737,3405,7246
2024毕业歌《去明天》｜bilibili×周深,https://www.bilibili.com/video/BV1cf421R72i,哔哩哔哩弹幕网,5281839,7908,66071,133708,18161,74042
【4K60FPS】阿黛尔《Hello》火力全开的现场！大气磅礴的一首歌,https://www.bilibili.com/video/BV1Af421X7Kg,音乐私藏馆,873965,1426,5222,40611,3360,14156
[毕业季]用MC演奏《海阔天空》！“背弃了理想 谁人都可以 哪会怕有一天只你共我”,https://www.bilibili.com/video/BV1Y4421Q7sx,-问我春风-,136955,766,6802,12810,410,5979
【腾格尔x野兽领主】腾式动物叫 萌化你的心⚡,https://www.bilibili.com/video/BV1AS411K7TQ,腾格尔,1717917,1588,3422,42208,4181,3212
man！,https://www.bilibili.com/video/BV1im421L7t4,Resound理想人声,180155,173,591,36476,704,6728
“神君牢将主题曲《景的光点》”,https://www.bilibili.com/video/BV15S411N7xE,JK几何,288998,41,676,26711,2608,4464
“爱意东升西落 浪漫至死不渝”,https://www.bilibili.com/video/BV1pz421h7P1,辞镜音乐,499342,2,2257,10391,6,94375
JEONGHAN X WONWOO 1ST SINGLE ALBUM 'THIS MAN' 𝐒𝐨𝐮𝐧𝐝𝐭𝐫𝐚𝐜𝐤 𝐅𝐢𝐥𝐦,https://www.bilibili.com/video/BV1AT421e7Ma,SEVENTEEN,166993,2203,6747,24580,12765,4434
MC Baba 刚果聋哑说唱歌手 MV 完整版 高清,https://www.bilibili.com/video/BV1Ur421c7rZ,偸矢,308163,406,211,5087,16298,3141
日推歌单｜“节奏感の神曲”《Getrag 》-依邦妮_,https://www.bilibili.com/video/BV1yx4y1E7Zk,审时夺柿,382455,1,3432,14309,12,89706
人生不止一场考试，你只管向前！,https://www.bilibili.com/video/BV1bx4y1b75i,九三的耳朵不是特别好,167682,248,5051,14677,870,4043
很高兴在舒适的下午看到这样一群人,https://www.bilibili.com/video/BV1a4421Q76t,桂林大地琴行--叶宁枫,170916,131,635,39711,2622,10597
最喜欢的童年歌曲！牛奶咖啡《快乐星猫》来了！【B站毕业歌会单品】,https://www.bilibili.com/video/BV1UJ4m137No,牛奶咖啡组合,267681,104,1131,7630,866,2340
花儿很冷！请原凉我，我弹过吉他,https://www.bilibili.com/video/BV16s421g74d,白石与吉他,592937,203,4831,95490,3639,43551
“你所追寻的光芒，就在你的眼睛里”✨,https://www.bilibili.com/video/BV16b421e7Rm,海露滴眼液,291706,330,1529,6483,2111,2824
《天下的乌鸦一般黑》,https://www.bilibili.com/video/BV1jp421D7Hr,甜橙钢琴教室,1019688,1,1111,4540,5,80216
依然惊叹于14岁时的的灵感,https://www.bilibili.com/video/BV1Ez42187gp,岛管叫父lcz,224423,85,977,12152,144,6673
2017~2021热门歌曲110首，硬控你15分44秒,https://www.bilibili.com/video/BV1Ef421R7o1,怀旧音乐-8090,550963,1,1226,3455,11,34805
【张艺兴 X STEP】新专辑音源试听｜1个视频+12首歌+1个礼物=14准时见｜6月14日准时上线,https://www.bilibili.com/video/BV1Ly411z7k5,张艺兴工作室,35700,2243,9043,8004,1912,3724
“居然还有这么可爱这么萌的英文歌！”||《Moshi Moshi》,https://www.bilibili.com/video/BV1Dm42157Qv,星光note,874350,331,11958,88558,2403,73998
循环歌单|“如诗啊如画 放不下的是牵挂”|《樱花树下的约定》,https://www.bilibili.com/video/BV1hm421L73G,绪笔梦生花,109577,116,660,3430,162,11677
wish you were gay,https://www.bilibili.com/video/BV1GS411K77z,Right_U,980291,294,15565,239885,3233,45767
力度爽飞！【郑雅贤ahyeon】Like That高音+舞蹈！,https://www.bilibili.com/video/BV1mT421Y7jq,嗑糖少女000,184870,159,615,18447,464,3118
八音盒——晚安大小姐,https://www.bilibili.com/video/BV1K1421y7Q2,小皮纸带八音盒,198582,253,1236,40048,2330,12645
朴树《Baby ，До свидания（达尼亚）》【B站毕业歌会单品】,https://www.bilibili.com/video/BV1ew4m1q7Gv,行走的CD机,251045,75,418,3546,293,1283
那些只打高端局的音乐！,https://www.bilibili.com/video/BV1eT421e7RT,无损音乐合集,104520,10,495,2056,20,10374
惊！汉尼拔竟要贝多芬的耳朵！！！巅峰对决！贝多芬大战汉尼拔！贝多芬与汉尼拔双人演奏拔叔战曲！,https://www.bilibili.com/video/BV1Vz421b7HK,我爱我的小莹崽,160789,115,164,22764,1867,2463
苏运莹《我期待》送给毕业的你们【B站毕业歌会单品】,https://www.bilibili.com/video/BV1BS411K7m1,苏运莹Sue,241187,129,525,3839,286,1217
搁浅猎奇唱法,https://www.bilibili.com/video/BV1An4y1d7Zd,金队长教唱歌,1476455,747,7394,204171,17834,23665
再次与你同行（蛋仔翻唱版）,https://www.bilibili.com/video/BV16J4m1Y7HT,晚桉4,803613,2,1101,3545,5,53006
【蒲熠星】掉落一场儿童节限定版演出,https://www.bilibili.com/video/BV1Cn4y197Hz,蒲熠星,59582,768,6304,16925,262,2729
VOCALL 哔哩哔哩排行榜 2024年上半年,https://www.bilibili.com/video/BV1yx4y1b7xM,暴咕P,121259,294,524,2490,23,8647
锦 鲤 抄 ‖“多年之后，我又梦到那天”,https://www.bilibili.com/video/BV1aJ4m1g7Lg,兰音Reine,92352,88,4545,11531,321,4512
新说唱战队Cypher来了！杨和苏组最佳 脏脏热狗走心合作！艾德宝建议Jarstick更换职业【艾德宝陪您新说唱E06上】,https://www.bilibili.com/video/BV1WD421M7Bx,ADBABY打你屁屁,240563,5428,1304,4923,106,575
【旅行Vlog】2024周深9.29Hz演唱会-深圳站,https://www.bilibili.com/video/BV1oT421v7cP,乃本子,539059,2,92,945,3,4066
“听闻爱情 十有九悲.”,https://www.bilibili.com/video/BV1gD421g7U2,M糖了,347957,0,1015,6651,1,59721
